"ਜਾਕਉਕ੍ਰਿਪਾਕਰੀਪ੍ਰਭਿਮੇਰੈਮਿਲਿਸਾਧਸੰਗਤਿਨਾਉਲੀਆ॥੩॥ ~",00:24:15,https://daasstorage13.blob.core.windows.net/ds1/audios/keertan/sdo/yt_mga/218%20MGA%20SDO%201183%2042%20B.m4a,"SDO Ji"
"ਜਿਨੀਨਾਮੁਧਿਆਇਆਇਕਮਨਿਇਕਚਿਤਿਸੇਅਸਥਿਰੁਜਗਿਰਹਿਆ॥੧੧॥ ~",00:07:00,https://daasstorage13.blob.core.windows.net/ds1/audios/keertan/dulla_ji/sc/akjorg/gurmukh%20laahaa%20lai%20gae%20manmukh%20chale%20mool%20gavaae%20jeeo%20(Dulla%20Ji).mp3,"Dulla Ji"
"ਨਾਨਕਨਾਮੁਨਵੀਸਰੈਛੂਟੈਸਬਦੁਕਮਾਇ॥੮॥੧੪॥ ~",00:00:50,https://www.ikirtan.com//Bhai_Mohinder_Singh_Jee_SDO/Vancouver_BC_1980s/Bhai_Mohinder_Singh_Jee_SDO_Vancouver_1980s_Vol_26.mp3,"SDO Ji"
"ਸਭਿਕਹਹੁਮੁਖਹੁਹਰਿਹਰਿਹਰੇਹਰਿਹਰਿਹਰੇਹਰਿਬੋਲਤਸਭਿਪਾਪਲਹੋਗੀਆ॥੧॥ ~",00:20:55,http://sikhsoul.com/golden_khajana_files/mp3/Keertan/Bhai%20Mohinder%20Singh%20SDO/Maeree%20Patteeaa%20Likh%20Dhaehu%20Sree%20Guopaal.mp3,"SDO Ji"
"ਸਭਿਧਿਆਵਹੁਆਦਿਸਤੇਜੁਗਾਦਿਸਤੇਪਰਤਖਿਸਤੇਸਦਾਸਦਾਸਤੇਜਨੁਨਾਨਕੁਦਾਸੁਦਸੋਨਾ॥੫॥ ~",00:17:00,https://daasstorage13.blob.core.windows.net/ds1/audios/keertan/sdo/yt_mga/380%20MGA%20SDO%201345%20M%2037%20B%20Sacha%20Souda%20Har%20Naam%20Hai%2011.m4a,"SDO Ji"
"ਜੋਬੋਲਹਿਹਰਿਹਰਿਨਾਉਤਿਨਜਮੁਛਡਿਗਇਆ॥ ~",00:01:30,https://daasstorage13.blob.core.windows.net/ds1/audios/keertan/sdo/yt_mga/272%20MGA%20SDO%201237%2069%20B.m4a,"SDO Ji"
"ਮੇਰਾਮਨੁਲਾਗਾਹੈਰਾਮਪਿਆਰੇ ॥",00:05:30,https://daasstorage13.blob.core.windows.net/ds1/audios/keertan/sdo/soundcloud/Mohinder%20Singh%20SDO-%20meraa%20man%20laagaa%20hai%20raam%20piaare-319883911.mp3,"SDO Ji"
"ਹਰਿਜਨੁਗੁਨਗਾਵਤਹਸਿਆ ॥",00:23:55,https://daasstorage13.blob.core.windows.net/ds1/audios/keertan/sdo/yt_mga/722%20MGA%20SDO%201684%20Sadh%20Sangat%20Sachkhand%20Vich%2011%201964%20JL%20Old%20Spool%20KS%2089.m4a,"SDO Ji"
"ਹੈਕੋਈਰਾਮਪਿਆਰੋਗਾਵੈ॥ ~",00:18:55,https://daasstorage13.blob.core.windows.net/ds1/audios/keertan/dulla_ji/yt/D%20176%20MGA%20DULLA%20176%20Deen%20Darad%20Dukh%20Bhanjanaa%201995%20Detroit%20USA-rKE3y-W128k.mp3,"Dulla Ji"
"ਵਖਰੁਰਾਖੁਮੁਈਏਆਵੈਵਾਰੀਰਾਮ॥ ~",00:02:35,https://daasstorage13.blob.core.windows.net/ds1/audios/keertan/sdo/soundcloud/AKJ-%2034%20-%2000-%20Bhai%20Mohinder%20Singh%20Ji%20SDO%20-%20Pehle%20Pehrai%20Nain%20Slonarhiye-1266766141.mp3,"SDO Ji"
ਸਰਬਸੋਸੂਖਆਨੰਦਘਨਪਿਆਰੇਹਰਿਰਤਨੁਮਨਅੰਤਰਿਸੀਵਤੇ॥,00:26:30,https://daasstorage13.blob.core.windows.net/ds1/audios/keertan/bhai_mehar_singh/Delhi%20Samagam%201975%20Aasaa%20Dee%20Vaar-741120436.mp3,"Bhai Mehar Singh Ji"
"ਨਾਨਕਮੁਏਨਆਖੀਅਹਿਜਿਗੁਰਕੈਸਬਦਿਸਮਾਹਿ॥੨॥",00:04:50,https://daasstorage13.blob.core.windows.net/ds1/audios/keertan/dulla_ji/sc/scottishsikhs/Gurumukh%20Mueae%20Jeevudhae%20Puruvaan%20Hehi%20Munumukh%20Junam%20Muraahi%20(Dulla%20Ji).mp3,"Dulla Ji"
"ਹਰਿਹਰਿਦੀਓਸੇਵਕਕਉਨਾਮ॥ ~",00:11:15,https://daasstorage13.blob.core.windows.net/ds1/audios/keertan/sdo/yt_mga/439%20MGA%20SDO%201401%20Nanak%20Gur%20Seyvaa.m4a,"SDO Ji"
"ਜਪਿਜਪਿਹਰਿਕਾਨਾਮੁਕਦੇਨਝੂਰੀਐ॥ ~",00:03:27,https://daasstorage13.blob.core.windows.net/ds1/audios/keertan/sdo/soundcloud/Bhai%20Mohinder%20Singh%20Ji%20SDO%20-%201980s%20-%20bhagataa%20kaa%20sahaaee%20jug%20jug%20jaanniaa%20(Puratan%20Kirtan)-829712080.mp3,"SDO Ji"
"ਆਇਮਿਲਹੁਸੰਤਸਜਣਾਨਾਮੁਜਪਹਮਨਮਿਤਜੀਉ॥੧॥ਰਹਾਉ॥ ~",00:09:00,https://akj.media/Media/Keertan/Toronto/2004/020_Toronto_Dec2004_ThuE_AK_BhaiTejinderpalSinghJeeDoolaVeerjee.mp3,"Dulla Ji"
"ਘੋਰਦੁਖ੍ਯੰਅਨਿਕਹਤ੍ਯੰਜਨਮਦਾਰਿਦ੍ਰੰਮਹਾਬਿਖ੍ਯਾਦੰ ॥",00:32:40,https://akj.media/Media/Keertan/Toronto/2004/020_Toronto_Dec2004_ThuE_AK_BhaiTejinderpalSinghJeeDoolaVeerjee.mp3,"Dulla Ji"
"ਨਾਨਕਨਾਮੁਸਮਾਲਿਤੂੰਬਧਾਛੁਟਹਿਜਿਤੁ॥੬॥੧॥੩॥ ~",00:13:00,https://www.ikirtan.com//Bhai_Mohinder_Singh_Jee_SDO/Vancouver_BC_1980s/Bhai_Mohinder_Singh_Jee_SDO_Vancouver_1980s_Vol_27.mp3,"SDO Ji"
"ਹਰਿਹਰਿਹਰਿਹਰਿਭਗਤਿਰਿੜਾਵਹੁਹਰਿਹਰਿਨਾਮੁਓੁਮਾਹਾਰਾਮ ॥੧॥",00:25:00,https://www.ikirtan.com//Bhai_Mohinder_Singh_Jee_SDO/Bhai_Mohinder_Singh_Ji_SDO_Smethwick_UK_01_10_83_Part_1.mp3,"SDO Ji"
"ਰਾਮਰਾਮਰਾਮਕੀਰਤਨੁਗਾਇ॥ ~",00:06:20,https://daasstorage13.blob.core.windows.net/ds1/audios/keertan/sdo/soundcloud/Bhai%20Mohinder%20Singh%20Ji%20SDO%20-%20man%20rasik%20rasan%20naam%20japat%20(Puratan%20Kirtan)-882781789.mp3,"SDO Ji"
"ਬ੍ਰਹਮੁਬਿੰਦੇਸੋਸਤਿਗੁਰੁਕਹੀਐਹਰਿਹਰਿਕਥਾਸੁਣਾਵੈ॥ ~",00:27:25,https://sikhsoul.com/golden_khajana_files/mp3/Keertan/Bhai%20Tejinderpal%20Singh%20Dulla/Bhai%20Tejinderpal%20Singh%20Dulla%20-%20Chit%20chetas%20ki%20nhi%20baavaeriaa.mp3,"Dulla Ji"
"ਭਜੁਮਨਮੇਰੇਏਕੋਨਾਮ॥ ~",00:08:20,https://daasstorage13.blob.core.windows.net/ds1/audios/keertan/sdo/yt_mga/273%20MGA%20SDO%201238%2070%20A.m4a,"SDO Ji"
"ਹਰਿਹਰਿਨਾਮੁਸਲਾਹੀਐਸਚੁਕਾਰਕਮਾਵੈ॥ ~",00:06:15,https://daasstorage13.blob.core.windows.net/ds1/audios/keertan/sdo/yt_mga/019%20MGA%20SDO%201019%20smpk%2017%20Rogi%20Ander%20Rog%20Khandene.m4a,"SDO Ji"
"ਜਰਾਮਰਾਨਹਵਿਆਪਈਫਿਰਿਦੂਖੁਨਪਾਇਆ॥ ~",00:02:20,https://daasstorage13.blob.core.windows.net/ds1/audios/keertan/sdo/sangat_files/bjot/08%20Bhai%20Mohinder%20Singh%20SDO%20-%20Amrit%20Naam%20Parmeshar%20Tera%20-%20India%201960s.mp3,"SDO Ji"
